,value(\)
676,287.7085227367398
677,294.11489561638433
678,276.7475074588516
679,249.83851557670195
680,181.70840654733092
681,217.51039530708604
682,162.70004518985644
683,182.19359919343293
684,265.4295035454572
685,172.35717641489077
686,224.29930878381003
687,176.85946181574622
688,224.51693142372648
689,213.2550459139908
690,282.4358091967748
691,266.36957871048753
692,217.12882776395872
693,244.9887335720426
694,150.37711323101865
695,220.5157326804151
696,192.70470163795596
697,230.01712956939545
698,297.82703690607235
699,207.2870294656598
700,308.13874359774354
701,168.60045858241466
702,208.9328724143759
703,304.98597788952264
704,328.12852800007875
705,131.70702388203273
706,286.54385105418953
707,285.1555952634693
708,222.96044749042687
709,174.32989999565945
710,166.98828938512267
711,191.16835919657066
712,272.5654598186766
713,239.79468426163913
714,237.53806264250156
715,272.7235768795823
716,179.16210176823847
717,256.9342760991738
718,327.8656603396957
719,287.96216895735074
720,158.2099651352358
721,280.72894507309474
722,242.78423941258652
723,276.59743442144423
724,282.5430404309811
725,265.925191285668
726,229.02622284167086
727,279.4195808632488
728,237.09521843911435
729,343.5366579903126
730,339.0501697320857
731,224.5551211028864
732,211.44509497192558
733,293.4457868039133
734,320.57366321390714
735,302.6822572482586
736,338.3811506602723
737,185.8923559259398
738,272.4973375726749
739,185.99900937208423
740,278.3142764345517
741,249.91988297698248
742,273.46894992026233
743,197.47007047019486
744,259.47723433890656
745,223.53038497035084
746,222.47853552155544
747,249.02131742211583
748,265.96448698892317
749,238.37340971079152
750,227.01266255284708
751,122.39591331385877
752,291.148641325237
753,295.0707006247184
754,164.75170274558678
755,314.9429331455676
756,224.98868503129705
757,187.68074021627737
758,295.7884372331945
759,147.04535900199582
760,209.79862967449424
761,254.0184628226455
762,167.874042565355
763,266.2868766199544
764,296.03992325922616
765,121.68602202391932
766,267.0643641267226
767,277.6983917143318
768,261.57254162896754
769,343.3632152599763
770,268.69220690418
771,213.52555228514888
772,230.6351717993315
773,196.90123572536703
774,281.45053271370216
775,245.596312419646
776,218.46600452688963
777,246.56775610483848
778,272.52671491955647
779,178.0271098895133
780,260.94752981398165
781,264.0260685181379
782,272.64774292414
783,234.89022259455848
784,187.85348548349603
785,258.7985145327676
786,216.37791085507504
787,288.49177037807306
788,215.46855617425587
789,279.55009794743063
790,247.24353057534415
791,284.4403176003922
792,278.31139287481824
793,322.0050700358704
794,265.55825181415156
795,312.5733414435956
796,204.65716799934245
797,302.70923462376066
798,225.18497660473088
799,312.46701362570326
800,262.3254568345896
801,233.43719782228766
802,238.44830002546163
803,204.76183790885736
804,303.3879977062358
805,220.35857447114333
806,283.15060739389423
807,231.20552693875985
808,283.3900494528285
809,246.76179049372277
810,282.48506996952557
811,241.41798092911566
812,312.95175820105845
813,249.70253106134138
814,176.5899995711594
815,342.501311327018
816,174.4039581051208
817,210.69682280758485
818,261.42409329375255
819,225.86971458658095
820,252.0718330004049
821,259.50924296196166
822,267.5300481657275
823,271.1879462812468
824,263.47377272984096
825,249.15174539384685
826,293.3773931906955
827,222.8815193949518
828,275.25109539576897
829,261.5163451924219
830,306.6074823105638
831,299.10758251162065
832,344.5545287131133
833,241.69769868796033
834,319.7855308724369
835,258.7487461790354
836,255.53065133652575
837,253.47751819537015
838,281.5959375783917
839,243.49625337757584
840,228.81178981233512
841,312.2210427184276
842,299.09470239889697
843,295.6420299007508
844,215.40425553757478
845,338.2882072632433
846,207.56600854319643
847,277.5719605997617
848,295.18584466670967
849,291.91039620040937
850,248.1636020815181
851,147.7812407701715
852,259.3821212928068
853,209.7291164206944
854,347.52815209120894
855,231.05116539140454
856,236.798742775196
857,177.754945330414
858,205.02301540150722
859,245.87506498134118
860,152.46712531389275
861,304.0341060654923
862,224.9882640218159
863,344.07875644341283
864,315.4656535378107
865,289.67179932686304
866,262.2422322566318
867,227.52304778395583
868,252.09565010978585
869,159.16389359652658
870,339.7919208395282
871,233.9063006002338
872,172.9914355837691
873,209.75299507772183
874,148.08705131829458
875,255.89981086614898
876,258.0845098519416
877,341.24987829675354
878,252.03589786330122
879,249.2049497498942
880,256.6162254498409
881,222.61836318902579
882,240.64138898873264
883,278.2477836009584
884,244.37455240943257
885,164.03460452327553
886,227.3593961013575
887,251.97070348478144
888,254.6152078843298
889,218.4739435661665
890,210.53413372646037
891,250.64267193640833
892,243.71527282023897
893,305.4258373636722
894,220.80979014332817
895,225.12108715488716
896,204.10001942774082
897,194.116063969406
898,206.47264057874062
899,303.4495964605918
900,345.8520066331748
901,271.93550222088527
902,236.5223908977085
903,358.9733017747748
904,246.11276621312567
905,252.0166149773645
906,315.53617224282044
907,200.65867524513115
908,204.65775843696213
909,276.7623566697552
910,302.44538902465143
911,258.0898985969022
912,182.22102420307405
913,316.0764462877126
914,180.23963241043066
915,309.35314451785126
916,276.3678940197727
917,298.065444534875
918,252.3230737536235
919,230.2249339622178
920,251.2883314738615
921,228.38238516637816
922,310.5030755442594
923,151.6401676206333
924,273.276972028802
925,258.01373799228105
926,283.28516442637806
927,268.55096260771995
928,250.85867933120807
929,287.2035004887472
930,229.1696837522308
931,160.34874860949026
932,222.37183601529352
933,272.10520601018374
934,182.89417844177626
935,310.4574116831366
936,181.92655418410664
937,210.4003306571027
938,207.52430055574504
939,282.94347185877723
940,212.76087546414584
941,204.48696145753408
942,184.20058242960724
943,241.94904997490875
944,296.2518747055845
945,210.22988124535527
946,246.50947448730636
947,221.85072749244466
948,227.7819467362913
949,202.30137608531828
950,178.96203896328234
951,236.25921326093493
952,194.24587480123142
953,217.63600973930198
954,289.2915452552861
955,165.88996211211025
956,291.4225172585121
957,283.66134956278273
958,278.31617722042733
959,263.3976217531497
960,188.66089545192165
961,272.04498777566664
962,215.49513798942414
963,340.9987718782762
964,232.55131682596442
965,271.63637266344034
966,299.32497116381796
967,237.60646398997076
968,213.88532499651856
969,234.0091138768986
970,168.54159695681653
971,186.52936350682117
972,241.81148153995207
973,226.4395722326163
974,257.0978654940453
975,234.80465625857835
976,284.669322680922
977,240.44075144597042
978,383.9336181380062
979,294.87848898659377
980,222.16370840688114
981,186.36861584210567
982,341.2583866904672
983,290.8917937363878
984,239.33605436682197
985,309.32086897629324
986,191.28401199889515
987,236.20923451671496
988,202.20648928920582
989,287.66900934957573
990,200.48116959181598
991,290.8902926639092
992,303.7482369174327
993,248.55004977191265
994,249.80855878939988
995,299.92687704088
996,227.66721393758993
997,337.0479597159981
998,163.610440841473
999,265.80959102579504
1000,243.85687717854182
1001,339.3068627671503
1002,244.4487053139451
1003,221.07094158190347
1004,239.9534800980678
1005,216.04588803925003
1006,192.68177123576692
1007,302.0114765439458
1008,219.40848523264538
1009,268.9246621388524
1010,246.47727062794405
1011,258.91151568577976
1012,354.91601544706305
1013,292.6500800764276
1014,317.055786696521
1015,320.9085325411261
1016,206.16007178560983
1017,269.4409448397141
1018,278.4142710451293
1019,211.63284241725168
1020,265.91845210178303
1021,230.25639599167425
1022,329.0053518470771
1023,262.7288551478161
1024,243.1419478307082
1025,255.99761458739337
1026,219.2876463631927
1027,230.14288705811782
1028,186.4236459812232
1029,238.9764448255467
1030,299.0274292406911
1031,264.49971122598396
1032,191.36732645896825
1033,233.29641676989752
1034,252.096834642422
1035,305.4316468584952
1036,346.3671806591826
1037,280.50370177444006
1038,199.06486590705913
1039,235.20981108212695
1040,193.894943729025
1041,208.20800448416855
1042,315.60147469362136
1043,285.0775696208756
1044,232.07107167541517
1045,236.46058778084782
1046,264.84132644591483
1047,182.47037868051123
1048,167.44416155954892
1049,287.15329631643635
1050,191.92897871378023
1051,207.7113865610092
1052,299.81596445144396
1053,224.14938116121036
1054,214.3623857980244
1055,279.5098057766925
1056,272.1642944437055
1057,214.46650218357
1058,277.1948459231223
1059,250.164651117404
1060,192.80396943790052
1061,248.9300364950376
1062,230.49587433957876
1063,313.0640091506748
1064,202.9596960145304
1065,202.81600063025712
1066,270.7315215084082
1067,188.30804945005883
1068,301.1034368781725
1069,152.43512379643556
1070,260.5816150234089
1071,178.9761359521067
1072,172.77627291597528
1073,271.61509564314287
1074,209.96445854286156
1075,259.2419778108317
1076,263.60351459586377
1077,240.7949203695723
1078,239.47930963320877
1079,211.77886989425383
1080,302.17897322198274
1081,283.67721508772064
1082,291.31806461712694
1083,318.19515889341636
1084,281.1302625781979
1085,193.59974076158556
1086,282.3056228453926
1087,262.1030847882744
1088,276.96801642064577
1089,198.7896000405679
1090,207.85219386407198
1091,232.67918988528942
1092,283.2316521115663
1093,167.60655052514016
1094,201.6922236838203
1095,161.65272890783064
1096,306.2452370706798
1097,220.53207478875797
1098,340.1497561644412
1099,217.29594548270393
1100,237.18828434914928
1101,112.68408618298622
1102,222.2874194523341
1103,306.8119933821164
1104,243.29074003936728
1105,296.2654806923283
1106,249.87433135222952
1107,178.3726368493505
1108,344.81114234386973
1109,269.290693796645
1110,247.30106840834475
1111,279.09474284164634
1112,230.58518810388833
1113,375.3629572253285
1114,298.3020857044204
1115,268.66962544627324
1116,254.84088074856965
1117,267.1051395668772
1118,257.8856865210482
1119,217.83431769235975
1120,295.74649389379925
1121,198.21400879412727
1122,293.9923767291096
1123,206.74338528987272
1124,166.3569493719101
1125,193.0048144054186
1126,268.203877853274
1127,261.55169053587935
1128,258.0076813890917
1129,278.1118118198744
1130,245.47777915546067
1131,234.9952548377406
1132,231.45710545185827
1133,301.24805319465486
1134,170.332668343082
1135,257.69322296665246
1136,289.72473626367133
1137,250.80840657349236
1138,289.3481617017137
1139,402.0229775800138
1140,184.4010631434027
1141,239.4942245860872
1142,197.39565047937654
1143,318.4509569108533
1144,177.38186782021495
1145,205.57432458550207
1146,216.85760527016788
1147,255.43112396874804
1148,322.86465791684196
1149,291.6524484186086
1150,292.37395894436196
1151,179.84750797209261
1152,318.13233918914574
1153,289.05672232372126
1154,211.05534369731535
1155,284.12975917695377
1156,371.71653842683963
1157,252.20957273370215
1158,300.4099540474664
1159,221.2329768320582
1160,340.2007592406227
1161,206.05373791975697
1162,215.75450332071915
1163,214.66557233666606
1164,254.0371974783144
1165,256.6043143272054
1166,207.68920576979605
1167,241.10549146856226
1168,212.15926364870847
1169,241.63486844046452
1170,253.53610453008858
1171,163.0889485876205
1172,325.55796763719536
1173,257.4533630823202
1174,207.87847578987103
1175,266.86720305041354
1176,233.9932935662834
1177,244.96412353043536
1178,194.41596540715608
1179,229.5998295100757
1180,289.4852168475028
1181,250.21651852656888
1182,290.91729189579377
1183,289.328973968071
1184,252.20909067942506
1185,148.73948741262745
1186,237.1436825864611
1187,255.46438617356736
1188,274.98652544598303
1189,233.29204914352508
1190,294.11194489179513
1191,315.8967556606952
1192,226.50431695528755
1193,179.10619792716074
1194,291.71277793165416
1195,207.81450085270922
1196,226.29248453417256
1197,153.36702146180912
1198,292.20224287960707
1199,319.46942272280967
1200,286.4314154085327
1201,281.16841936034905
1202,267.4004243573372
1203,204.91045790386767
1204,355.14833560424677
1205,135.1009924921912
1206,310.6218571149123
1207,212.7135406120489
1208,197.00290242428906
1209,275.4788248828242
1210,227.38529595401465
1211,285.4738474215778
1212,326.44649981592363
1213,289.47520251740644
1214,330.5445360273626
1215,224.95726836957914
1216,171.90459907941712
1217,145.4215874037923
1218,273.034003999354
1219,207.84816252051144
1220,203.73058862549962
1221,193.02983075011642
1222,331.48185861231707
1223,222.3790158991217
1224,321.8405648407353
1225,222.0419060765053
1226,231.50937972059438
1227,276.2599710440242
1228,347.4054135619939
1229,317.67304838816483
1230,247.85924466324218
1231,233.01121618143748
1232,278.35243338910055
1233,141.44157211987255
1234,192.99383515499983
1235,148.51136646865223
1236,320.2590303664251
1237,255.92746581392666
1238,273.9453643071259
1239,169.01447969924592
1240,196.85057554767224
1241,302.17215368236066
1242,251.4632674282603
1243,271.9646873620289
1244,280.45027898568884
1245,309.08858101192095
1246,256.59776140485775
1247,260.93571658762767
1248,330.5690365954981
1249,341.3036189215893
1250,296.47430021857843
1251,252.8999252809618
1252,244.95559026205947
1253,298.8059420897768
1254,174.05702606864708
1255,238.09902928478294
1256,301.1692220911715
1257,242.25328458214452
1258,307.6439282067121
1259,232.11251782494642
1260,264.9530341926488
1261,232.2382805841273
1262,245.3128138381652
1263,230.03883349438263
1264,196.69630553088706
1265,273.72748901171497
1266,313.77218357697257
1267,259.54497970573567
1268,178.47577463793397
1269,207.67581063788066
1270,285.6957333245269
1271,224.1917379704855
1272,253.26001269144322
1273,308.9428914278389
1274,301.709266232089
1275,226.6700210312745
1276,258.201622069111
1277,145.31200665314847
1278,215.22820177268738
1279,310.3706142039906
1280,159.58596784112845
1281,218.26926591109768
1282,174.46264038812672
1283,179.07757071602217
1284,292.4798699696186
1285,273.781469241022
1286,281.39097342395735
1287,288.89847210094325
1288,358.7387197079557
1289,256.97149218348386
1290,241.67359405270713
1291,268.5130476945832
1292,239.82027739745178
1293,207.20062510059614
1294,287.51730015396333
1295,168.67471135472348
1296,245.32332402040606
1297,301.71877883810293
1298,200.22548271222746
1299,209.03904940926986
1300,203.96411985348695
1301,246.08709097898335
1302,232.70297356502437
1303,224.20730079113272
1304,234.07599743941753
1305,290.97707492733
1306,306.2402893838165
1307,193.6883252873241
1308,255.8146649907384
1309,262.85248650252623
1310,314.57117899712154
1311,368.13265437546954
1312,314.2856179422956
1313,219.06117846423885
1314,277.6421763931186
1315,301.80052763718027
1316,232.02428448202375
1317,184.9140103508447
1318,190.47055685820465
1319,257.8300184481756
1320,314.1382112253894
1321,236.3342035015382
1322,247.6277868937595
1323,252.13995854694681
1324,234.9180687590094
1325,260.1376992379859
1326,275.6534921916479
1327,289.4485841900011
1328,185.61593202993578
1329,254.14336611656944
1330,280.09022475728705
1331,248.78530861514363
1332,258.0795324786614
1333,207.2576915407224
1334,296.7594825546692
1335,326.1334511545945
1336,148.12690660038615
1337,271.07876536794697
1338,245.46652673270518
1339,281.1033262857261
1340,163.1545713428387
1341,237.75058424912612
1342,259.2273293822806
1343,228.44642853924483
1344,318.4820618514636
1345,227.77204467277048
1346,323.74982432750846
1347,239.434903970356
1348,249.35002921475095
1349,177.58318724649425
1350,267.1407636363356
1351,195.2842669371473
1352,249.54016960353826
1353,277.6409618475904
1354,242.23973678534105
1355,243.5550342292543
1356,268.4123768846952
1357,255.15137024978705
1358,258.15559467546296
1359,252.37675271037156
1360,241.98098740459625
1361,215.86344340589318
1362,214.3669680015259
1363,222.9985338427136
1364,166.364749097112
1365,222.8488955816341
1366,202.1781301013336
